study_hours_per_day,attendance_rate,homework_completion_rate,classroom_engagement_level,parents_academic_involvement,type_of_school,tuition_hours_per_week,household_income_bracket,stress_levels_during_exams,sleep_hours_per_day,extracurricular_involvement,screen_time_non_academic,nutrition_level,overall_academic_performance
2,84.5,35.9,low,high,public,2,high,high,5,high,1,balanced,44.3
9,69.4,37.5,low,high,public,0,low,medium,8,high,6,balanced,66.0
6,67.3,38.9,medium,medium,private,6,mid,high,7,low,3,junk-heavy,63.4
9,91.8,93.3,medium,medium,public,1,mid,medium,8,moderate,6,balanced,90.7
8,55.1,66.8,high,high,public,9,low,high,9,high,4,mixed,98.0
7,83.8,85.4,medium,medium,public,7,low,low,9,moderate,7,junk-heavy,79.3
1,62.4,38.1,high,medium,international,8,low,medium,5,moderate,2,junk-heavy,47.4
3,50.8,94.9,medium,medium,public,10,mid,high,5,moderate,1,junk-heavy,46.6
2,58.3,87.5,low,low,private,1,high,medium,5,low,6,junk-heavy,25.0
5,80.3,45.7,high,medium,private,5,low,high,8,high,5,mixed,53.3
5,85.5,91.2,medium,medium,private,10,low,high,6,moderate,1,mixed,82.8
5,51.1,48.4,medium,medium,private,0,mid,medium,5,moderate,2,balanced,60.5
4,51.8,44.4,medium,low,public,7,low,medium,6,none,7,balanced,45.9
5,95.1,48.5,medium,high,public,4,mid,high,4,high,7,mixed,57.8
3,53.7,93.7,high,medium,public,8,low,high,5,none,3,junk-heavy,54.3
1,94.7,94.1,high,medium,public,2,mid,medium,6,high,3,mixed,57.6
5,61.4,53.0,medium,high,international,1,low,medium,10,high,6,mixed,65.8
9,87.0,79.4,medium,low,international,6,low,medium,11,high,4,junk-heavy,98.0
9,65.5,77.3,high,medium,private,10,mid,medium,6,moderate,3,junk-heavy,96.6
4,92.9,86.5,low,medium,international,6,low,medium,7,moderate,3,mixed,67.2
3,85.0,50.8,medium,medium,international,9,high,medium,11,high,1,mixed,92.4
1,70.1,65.7,low,medium,private,4,mid,high,10,high,2,mixed,38.1
2,53.8,76.7,medium,low,public,6,low,medium,11,high,5,junk-heavy,48.6
8,86.6,31.8,high,medium,public,5,high,medium,6,none,5,mixed,80.9
1,80.8,56.4,medium,medium,international,8,low,low,7,low,4,mixed,50.8
8,50.1,78.7,low,low,private,2,mid,high,9,high,7,mixed,58.4
7,50.5,47.7,medium,high,private,3,mid,medium,9,moderate,7,balanced,76.4
8,90.4,97.0,high,medium,public,8,low,medium,9,none,2,junk-heavy,98.0
6,63.0,32.1,medium,high,public,9,high,medium,6,low,1,balanced,87.3
9,81.8,97.1,high,medium,public,7,high,low,6,none,7,junk-heavy,94.1
3,72.7,45.2,high,medium,public,9,mid,medium,4,high,5,junk-heavy,53.0
4,93.2,33.4,low,high,international,5,mid,high,6,moderate,7,balanced,60.1
6,95.8,50.5,medium,high,public,2,high,medium,8,low,4,junk-heavy,76.3
8,99.8,85.0,medium,low,public,8,mid,high,8,moderate,3,junk-heavy,93.6
5,57.7,82.7,high,high,public,8,low,medium,9,high,3,mixed,91.3
3,93.1,44.6,high,medium,public,10,mid,medium,10,low,7,junk-heavy,64.6
6,63.3,43.8,medium,low,public,5,high,medium,10,low,6,junk-heavy,64.1
4,79.5,75.0,medium,medium,international,1,high,high,8,low,1,mixed,70.5
9,75.3,62.1,low,high,private,6,high,medium,4,moderate,5,junk-heavy,83.3
3,50.9,85.5,high,high,private,8,low,high,6,high,6,mixed,55.9
4,96.6,31.7,medium,low,international,8,mid,medium,4,none,6,balanced,57.5
7,53.9,72.7,medium,medium,international,2,low,high,10,low,6,junk-heavy,52.0
7,84.4,81.1,low,high,public,1,mid,high,6,low,3,balanced,80.0
4,89.3,99.5,low,medium,public,4,mid,medium,7,moderate,4,mixed,68.5
6,89.8,77.5,medium,medium,public,10,low,high,4,high,7,mixed,63.7
3,56.8,46.2,medium,medium,public,9,mid,medium,9,none,4,mixed,54.0
6,72.4,37.6,medium,low,public,6,low,low,10,moderate,5,balanced,78.3
2,91.5,74.9,low,medium,public,2,low,medium,8,high,6,mixed,52.5
8,65.1,66.6,high,low,public,3,mid,low,8,none,1,mixed,89.7
2,73.4,92.9,medium,medium,private,9,mid,medium,8,moderate,4,balanced,84.3
7,63.6,80.9,medium,low,private,1,low,low,10,low,2,junk-heavy,80.3
9,73.2,65.7,medium,medium,public,10,low,low,6,low,4,mixed,88.8
1,94.4,58.3,medium,medium,private,9,low,low,6,none,1,junk-heavy,57.5
8,72.8,58.3,low,medium,private,1,mid,low,4,moderate,6,junk-heavy,64.7
7,77.8,45.8,high,medium,public,6,low,medium,9,low,4,junk-heavy,72.7
6,70.2,31.2,medium,low,private,1,mid,high,11,moderate,6,junk-heavy,49.7
6,73.0,70.2,low,high,public,0,high,high,5,moderate,3,junk-heavy,54.5
6,50.8,44.9,medium,medium,public,3,mid,high,10,moderate,1,junk-heavy,63.1
9,64.2,44.6,medium,medium,public,5,mid,low,6,high,3,junk-heavy,78.9
2,71.8,38.8,low,low,public,9,mid,low,10,low,3,mixed,56.0
1,81.7,43.3,high,low,public,9,low,low,5,moderate,5,mixed,50.7
6,72.5,32.2,low,high,public,3,low,medium,5,moderate,7,mixed,56.8
8,66.9,77.2,medium,medium,international,0,mid,high,6,low,6,junk-heavy,65.6
3,69.4,58.1,high,medium,private,0,high,high,11,low,6,mixed,53.0
1,62.1,69.3,medium,low,private,8,high,medium,11,none,6,balanced,67.8
9,96.2,74.6,medium,medium,private,0,high,medium,4,low,6,junk-heavy,72.7
1,76.1,98.1,low,high,private,6,high,high,9,low,7,junk-heavy,45.9
3,50.7,34.8,low,low,public,10,low,high,11,high,1,balanced,58.1
8,51.0,59.3,low,medium,international,6,low,low,10,low,3,junk-heavy,95.5
3,98.6,47.2,high,high,private,0,mid,low,5,none,5,mixed,61.2
4,61.1,63.4,high,medium,public,0,mid,medium,4,moderate,5,mixed,47.7
8,90.3,94.4,high,low,public,5,mid,low,4,high,3,balanced,90.2
1,52.9,80.7,medium,medium,private,7,high,high,9,low,3,junk-heavy,40.7
6,96.1,76.3,high,low,public,6,mid,medium,6,high,2,junk-heavy,79.5
1,93.7,60.9,medium,high,public,5,mid,low,11,low,1,junk-heavy,70.1
1,78.6,77.0,medium,medium,public,9,low,low,9,moderate,5,mixed,53.5
8,50.4,32.3,medium,high,private,2,low,low,10,none,1,junk-heavy,79.6
4,62.9,71.0,low,low,public,10,mid,medium,5,none,6,mixed,41.2
1,70.3,68.8,high,medium,public,6,high,low,4,moderate,5,junk-heavy,45.2
7,73.0,54.3,medium,low,public,5,low,medium,5,low,4,balanced,71.1
5,64.9,44.1,high,medium,private,7,mid,high,10,low,4,junk-heavy,63.6
5,51.6,86.5,medium,low,international,3,high,low,10,moderate,5,junk-heavy,78.7
1,79.5,33.8,medium,medium,public,8,low,medium,4,high,2,mixed,38.7
6,76.2,34.9,low,high,public,0,low,low,6,none,4,balanced,64.8
9,64.2,60.8,medium,low,public,6,mid,low,10,low,7,balanced,98.0
9,51.9,47.7,high,medium,private,8,mid,medium,4,moderate,6,mixed,80.2
8,99.7,82.2,low,high,private,9,high,low,6,moderate,6,balanced,98.0
5,74.1,74.4,high,high,private,0,low,medium,6,moderate,7,mixed,65.8
1,87.8,84.1,medium,low,public,9,mid,medium,5,moderate,1,junk-heavy,50.7
9,72.6,52.7,medium,high,public,2,low,medium,5,moderate,3,balanced,84.6
1,52.2,81.8,medium,low,public,6,mid,high,9,none,1,junk-heavy,36.8
8,65.5,90.4,high,medium,international,8,low,medium,5,high,6,junk-heavy,92.2
5,66.0,54.2,medium,high,private,0,mid,medium,7,none,1,balanced,77.6
3,91.9,53.8,medium,medium,private,5,mid,high,5,low,6,balanced,58.2
7,82.7,93.0,medium,high,private,10,mid,high,5,low,1,balanced,93.6
7,63.8,33.5,medium,high,private,1,mid,medium,9,none,6,balanced,72.9
9,98.4,54.5,low,low,public,4,mid,low,4,low,5,junk-heavy,61.8
7,66.1,38.3,low,medium,public,6,high,low,9,moderate,5,mixed,81.9
3,99.9,32.0,low,medium,international,6,low,medium,11,low,1,balanced,70.0
1,99.8,37.9,medium,medium,international,9,low,high,7,high,3,junk-heavy,48.6
8,59.6,60.2,medium,low,public,6,mid,medium,7,moderate,2,mixed,78.5
3,65.6,78.1,medium,medium,private,3,mid,medium,10,low,6,junk-heavy,45.5
8,74.3,50.2,medium,high,public,5,low,medium,4,moderate,2,mixed,84.8
8,83.2,89.5,low,high,public,10,mid,medium,5,low,4,balanced,98.0
5,76.4,60.6,low,medium,public,9,low,low,9,none,7,balanced,68.6
1,98.5,97.8,low,medium,private,5,low,high,10,high,4,balanced,48.2
7,86.2,96.8,medium,medium,private,6,low,high,8,low,3,mixed,88.4
5,60.6,84.1,low,medium,private,8,high,medium,6,moderate,7,junk-heavy,58.3
8,55.3,95.3,medium,high,public,5,high,medium,7,high,7,mixed,89.2
9,84.4,79.5,medium,low,public,9,low,medium,10,low,1,junk-heavy,94.8
7,57.9,92.7,medium,medium,international,0,low,low,4,moderate,6,junk-heavy,62.2
7,89.4,46.6,high,high,public,7,low,medium,10,moderate,5,mixed,95.2
1,65.6,54.2,medium,high,private,1,low,medium,8,high,4,balanced,45.4
4,66.3,82.7,low,medium,private,2,high,medium,6,none,7,mixed,48.0
2,50.5,59.7,medium,low,private,4,low,medium,8,high,7,balanced,44.6
2,85.1,88.6,low,high,international,5,low,low,5,low,1,balanced,82.1
2,55.7,91.4,low,medium,public,6,low,high,11,moderate,2,balanced,59.0
4,88.6,51.0,high,medium,private,3,low,high,4,none,3,mixed,55.6
1,74.6,87.6,medium,medium,public,2,mid,low,6,high,5,junk-heavy,36.6
4,89.2,40.8,high,low,public,8,mid,medium,6,low,5,balanced,75.5
2,79.2,53.4,low,low,public,3,low,high,11,moderate,4,balanced,40.0
5,54.1,66.3,high,medium,public,8,low,high,5,high,1,balanced,71.4
3,88.3,45.9,high,low,international,8,mid,medium,5,low,5,balanced,68.4
8,53.5,70.5,medium,low,private,10,mid,medium,5,low,2,balanced,85.9
4,73.9,70.5,medium,medium,public,2,low,low,4,low,2,mixed,62.3
1,58.6,44.5,medium,medium,public,2,low,high,7,low,3,mixed,25.0
1,87.6,85.7,high,low,public,10,low,high,8,moderate,3,mixed,63.8
3,95.6,74.2,medium,low,private,7,mid,medium,4,moderate,2,balanced,74.8
9,77.7,52.2,low,high,private,0,low,high,4,none,2,mixed,68.9
7,76.4,46.3,medium,low,public,5,low,low,8,moderate,1,balanced,88.6
2,88.2,91.5,medium,medium,public,5,low,medium,10,low,5,balanced,78.1
9,50.3,88.5,high,medium,public,8,mid,medium,6,high,1,balanced,98.0
2,95.9,46.1,medium,high,public,1,low,low,10,high,3,mixed,61.4
3,59.9,32.5,low,medium,private,7,mid,high,8,moderate,3,mixed,49.7
2,99.2,86.3,medium,low,public,6,mid,high,5,high,3,mixed,57.5
3,86.8,73.1,low,low,public,1,mid,high,6,high,7,balanced,49.1
6,88.7,37.1,high,medium,public,0,mid,medium,11,moderate,5,mixed,74.3
9,82.8,71.1,high,medium,public,3,mid,high,10,high,4,junk-heavy,83.7
9,73.6,61.7,low,medium,public,1,high,low,4,high,3,balanced,89.4
7,78.6,84.2,medium,low,private,2,mid,low,8,none,3,balanced,78.7
3,52.3,44.6,high,medium,private,1,mid,medium,4,moderate,1,junk-heavy,49.2
4,81.2,61.7,low,medium,private,8,mid,low,10,none,1,mixed,79.1
6,81.3,40.9,medium,medium,public,3,mid,high,9,moderate,4,mixed,64.4
5,94.6,97.0,medium,low,public,0,low,medium,4,moderate,6,junk-heavy,49.1
2,75.3,84.5,low,medium,public,7,low,medium,11,high,4,junk-heavy,46.2
6,53.9,81.6,low,low,public,3,low,high,8,moderate,4,junk-heavy,44.3
3,65.3,78.3,high,medium,public,9,low,medium,9,low,4,mixed,74.9
8,82.8,59.6,medium,medium,public,10,low,medium,9,none,1,balanced,88.3
2,62.0,94.6,medium,high,public,10,low,medium,9,none,3,mixed,66.9
1,64.0,35.1,medium,medium,public,7,high,medium,4,low,1,balanced,47.8
9,91.0,86.2,high,medium,private,7,low,medium,7,high,7,balanced,93.0
3,79.2,45.1,medium,low,public,8,mid,high,7,moderate,2,balanced,67.3
1,75.4,52.7,medium,low,public,9,high,high,4,high,2,junk-heavy,32.0
7,65.9,66.4,low,low,public,6,mid,medium,6,high,6,balanced,70.2
5,86.5,84.8,high,low,private,3,mid,medium,6,low,3,mixed,72.4
5,64.4,88.7,low,low,private,1,mid,high,11,low,4,junk-heavy,49.9
1,86.9,70.9,low,high,public,5,low,medium,6,low,3,mixed,45.9
9,53.5,58.2,medium,medium,private,3,low,high,6,none,2,balanced,74.1
7,93.2,96.3,low,low,public,5,high,high,7,none,6,junk-heavy,61.5
8,75.0,47.3,high,low,private,7,low,high,10,low,3,mixed,81.0
9,71.9,86.2,medium,medium,private,2,high,high,6,none,4,balanced,80.6
6,80.6,72.8,low,medium,private,0,low,high,8,moderate,7,balanced,63.7
5,81.2,56.4,low,low,private,4,mid,medium,6,low,7,junk-heavy,45.6
6,56.6,30.1,medium,medium,public,2,mid,medium,11,low,7,balanced,63.0
2,87.8,61.3,medium,high,public,5,high,high,8,none,6,balanced,50.9
4,63.8,49.4,high,medium,public,2,low,low,7,low,6,mixed,62.5
3,95.2,37.3,medium,medium,international,0,high,medium,8,moderate,1,mixed,65.1
7,90.9,35.3,medium,high,public,8,mid,high,11,high,4,junk-heavy,71.8
9,67.3,54.3,high,low,public,4,mid,medium,9,low,1,balanced,98.0
5,90.4,73.0,medium,low,public,1,mid,medium,8,none,7,balanced,55.4
6,67.8,88.6,medium,medium,public,1,low,medium,4,moderate,2,balanced,75.3
2,55.0,42.8,medium,medium,private,10,mid,medium,8,low,7,junk-heavy,49.8
3,98.1,59.7,high,medium,public,8,low,high,11,low,5,junk-heavy,67.2
3,82.6,57.4,medium,low,public,0,low,high,9,high,3,balanced,45.7
9,72.8,65.9,medium,high,public,9,mid,high,4,none,5,mixed,79.7
7,69.9,86.7,medium,medium,private,2,high,low,9,none,4,junk-heavy,82.6
8,66.2,68.8,medium,medium,public,9,mid,medium,6,none,1,balanced,97.0
9,99.1,89.3,low,high,public,10,mid,medium,8,low,4,mixed,98.0
6,56.7,66.3,medium,medium,private,6,mid,low,10,none,4,balanced,85.1
4,65.7,72.3,medium,high,public,0,high,high,8,low,2,mixed,70.9
1,74.3,60.6,low,medium,public,1,high,medium,5,moderate,4,mixed,32.8
8,73.9,87.6,high,high,private,5,mid,medium,6,none,3,mixed,96.7
7,73.6,94.7,medium,low,public,8,low,medium,11,none,2,balanced,98.0
2,58.8,74.7,low,high,public,8,low,low,8,moderate,5,balanced,61.5
8,57.2,87.5,medium,low,public,7,low,high,8,moderate,4,balanced,73.7
5,62.7,34.1,medium,medium,public,2,high,low,5,low,5,balanced,59.1
7,95.7,93.4,medium,medium,public,1,high,medium,11,moderate,3,mixed,98.0
4,55.7,43.2,low,low,private,0,mid,low,4,moderate,3,mixed,47.1
5,87.9,48.0,low,low,international,10,high,medium,6,moderate,3,mixed,69.3
8,87.9,33.7,medium,medium,public,10,low,medium,11,low,7,balanced,91.4
1,90.5,97.6,medium,medium,public,8,mid,high,11,none,5,mixed,56.7
1,94.3,89.6,low,low,public,4,mid,high,5,high,5,balanced,42.8
4,63.2,93.9,medium,low,private,2,mid,low,6,low,1,mixed,64.3
3,61.2,89.3,medium,medium,public,9,mid,low,6,high,2,balanced,79.1
2,73.3,63.6,low,medium,public,9,low,high,4,low,6,mixed,42.4
3,63.3,94.7,high,medium,private,10,mid,high,4,moderate,4,balanced,58.5
1,86.7,97.9,high,high,public,4,mid,medium,11,low,2,balanced,84.9
1,81.8,65.2,medium,medium,public,10,high,low,7,low,3,mixed,71.0
6,93.7,42.3,low,low,public,2,mid,medium,5,moderate,4,mixed,47.4
5,54.1,76.1,medium,medium,private,8,low,medium,11,moderate,1,mixed,81.4
8,95.8,98.3,medium,medium,public,0,mid,high,9,low,2,balanced,89.9
2,64.7,91.1,high,low,public,0,low,medium,5,low,3,balanced,45.5
4,74.5,90.3,medium,medium,public,2,low,low,10,none,4,balanced,66.9
8,71.9,95.4,medium,medium,private,5,mid,medium,6,none,7,mixed,77.1
6,88.0,92.6,high,high,public,10,low,high,7,low,4,balanced,98.0
1,71.0,84.3,medium,medium,public,1,mid,medium,7,high,3,mixed,54.0
4,97.2,80.3,low,medium,private,0,low,high,10,moderate,5,junk-heavy,58.0
1,95.1,48.5,medium,medium,public,7,low,medium,11,moderate,7,junk-heavy,51.2
2,93.6,73.5,low,medium,public,10,mid,low,6,moderate,2,mixed,76.6
5,53.6,66.5,low,medium,public,9,low,low,4,high,7,junk-heavy,58.7
8,92.7,90.3,high,medium,public,8,low,low,7,moderate,4,balanced,98.0
8,89.1,64.4,medium,medium,public,9,low,medium,5,moderate,5,balanced,95.4
3,55.2,38.9,low,high,private,0,low,medium,4,low,1,balanced,46.9
4,55.4,30.3,high,low,public,2,low,medium,8,moderate,4,junk-heavy,43.1
6,55.1,77.5,medium,low,international,4,low,medium,7,moderate,4,balanced,73.3
3,50.6,68.5,medium,medium,private,6,mid,high,6,none,7,junk-heavy,39.9
2,77.4,53.2,medium,medium,international,9,low,medium,5,low,1,balanced,71.9
6,98.7,41.8,medium,low,public,3,low,medium,10,low,1,mixed,76.5
5,71.9,62.7,low,low,public,5,mid,low,7,none,6,mixed,51.4
5,77.0,37.0,high,medium,private,0,low,medium,6,low,6,mixed,51.4
5,98.4,53.5,low,medium,private,3,mid,high,11,moderate,4,balanced,63.6
5,62.8,56.5,medium,high,private,7,low,low,11,moderate,3,mixed,88.2
3,92.9,62.6,low,low,public,4,high,medium,5,low,1,mixed,55.6
7,77.3,62.7,high,high,public,7,low,medium,7,low,5,balanced,85.3
6,78.5,48.0,medium,medium,private,0,mid,medium,5,moderate,1,mixed,70.7
4,67.2,89.5,high,low,private,9,low,low,8,low,4,balanced,86.1
2,78.1,54.9,medium,medium,public,8,mid,low,10,high,4,balanced,63.2
9,53.7,46.1,high,medium,private,3,mid,low,11,none,2,junk-heavy,90.9
1,88.2,42.3,high,low,private,8,low,high,10,low,5,balanced,61.1
4,64.2,52.6,high,medium,public,7,low,medium,10,none,2,mixed,66.7
1,94.4,34.7,low,medium,international,7,high,high,5,moderate,1,balanced,53.4
6,68.4,32.3,low,low,public,1,high,low,10,none,2,junk-heavy,58.4
4,57.1,72.4,low,low,private,2,mid,medium,10,moderate,4,junk-heavy,51.8
5,84.8,73.3,low,low,private,9,high,high,6,high,7,mixed,63.6
5,58.2,67.1,high,medium,public,8,low,medium,7,low,3,balanced,82.7
9,87.7,83.4,medium,low,private,2,mid,medium,6,high,1,mixed,98.0
1,98.4,32.7,medium,medium,private,7,low,medium,8,moderate,4,balanced,55.2
2,89.0,95.5,medium,medium,private,4,mid,medium,9,none,1,mixed,71.5
6,51.1,36.7,low,medium,public,6,mid,medium,4,moderate,2,mixed,61.8
5,80.0,77.2,medium,medium,public,3,low,medium,5,none,2,balanced,65.3
7,84.8,39.3,medium,medium,private,7,mid,high,6,moderate,6,balanced,70.7
3,91.3,91.6,high,high,public,3,mid,high,9,high,1,junk-heavy,73.8
3,52.8,65.7,medium,medium,public,4,mid,medium,7,high,6,balanced,49.7
2,74.0,35.8,medium,medium,public,0,high,medium,7,none,1,balanced,45.4
3,76.8,73.2,medium,medium,public,9,high,high,4,none,2,balanced,62.6
1,58.5,30.6,high,medium,private,7,low,low,7,high,1,junk-heavy,50.4
5,66.1,84.3,medium,medium,private,6,mid,low,10,moderate,6,balanced,87.0
5,72.0,75.5,medium,medium,private,10,mid,medium,8,moderate,2,junk-heavy,73.7
7,91.7,44.9,low,medium,private,4,low,medium,4,moderate,6,junk-heavy,55.4
4,96.5,56.2,medium,high,private,5,high,high,8,moderate,1,mixed,67.7
3,81.4,30.5,medium,medium,public,0,low,high,11,moderate,7,mixed,33.2
1,69.7,78.6,high,low,private,7,low,high,5,high,3,junk-heavy,40.7
8,62.7,52.6,low,medium,public,8,low,high,11,none,1,balanced,89.1
3,99.1,70.0,medium,low,public,10,low,medium,8,moderate,1,balanced,80.5
2,99.2,97.0,medium,low,public,4,low,medium,5,moderate,7,junk-heavy,41.7
4,96.2,51.0,medium,medium,public,9,mid,medium,8,high,4,mixed,70.1
3,89.3,99.3,medium,medium,public,6,mid,medium,4,high,3,mixed,63.5
1,66.3,74.3,high,high,public,9,mid,medium,5,low,2,balanced,75.1
3,90.9,46.9,medium,high,public,3,low,medium,9,moderate,2,mixed,59.5
2,70.4,60.6,medium,low,public,5,mid,high,8,high,5,mixed,37.1
8,66.3,81.8,medium,medium,public,1,low,low,8,low,3,balanced,92.5
6,87.2,61.3,high,high,public,3,low,low,11,high,3,mixed,91.5
9,54.0,34.8,medium,low,public,4,low,medium,7,moderate,1,balanced,90.5
8,52.4,41.8,low,medium,public,8,low,high,11,low,4,junk-heavy,69.3
3,72.4,85.4,medium,high,private,8,low,low,10,high,7,balanced,85.3
5,72.3,75.4,high,medium,private,7,mid,high,8,high,2,balanced,77.9
7,94.8,69.9,low,medium,international,3,low,high,7,low,7,mixed,68.7
5,56.3,41.7,medium,high,private,5,low,medium,8,moderate,7,mixed,56.9
8,56.2,88.6,high,high,private,6,mid,high,6,none,2,balanced,98.0
5,57.4,97.3,medium,medium,public,0,high,low,11,low,7,balanced,74.1
1,51.5,32.9,medium,medium,public,0,high,medium,7,none,4,junk-heavy,25.0
5,53.6,35.5,low,medium,public,3,high,medium,4,low,6,mixed,35.8
4,83.0,91.9,medium,medium,public,2,high,high,4,high,4,balanced,52.4
6,71.6,87.1,low,low,private,9,mid,medium,5,moderate,6,mixed,70.0
3,88.2,73.3,high,medium,private,3,high,medium,9,moderate,6,mixed,70.3
5,99.6,96.1,high,high,private,8,mid,medium,11,none,3,junk-heavy,93.7
2,83.0,75.3,high,high,public,1,low,medium,9,moderate,6,balanced,55.7
6,52.5,45.1,medium,medium,international,3,low,medium,11,low,4,balanced,61.6
6,55.2,81.0,low,medium,international,6,mid,high,4,moderate,4,balanced,69.9
5,94.1,75.2,medium,medium,public,1,high,medium,5,none,1,balanced,72.1
6,76.4,99.0,medium,high,private,7,low,medium,11,low,3,mixed,93.6
7,91.2,45.0,medium,medium,public,9,low,low,4,high,6,balanced,79.8
5,92.8,71.9,medium,high,public,3,mid,high,7,none,5,balanced,72.5
1,96.4,84.6,medium,medium,public,8,mid,low,6,moderate,5,junk-heavy,57.5
8,97.5,53.7,medium,medium,private,0,high,low,5,low,2,mixed,84.0
4,77.7,56.6,high,high,public,6,high,high,6,none,4,balanced,80.5
9,67.1,92.2,medium,medium,public,0,low,medium,8,low,1,mixed,84.7
6,98.1,58.3,medium,low,public,10,low,medium,11,high,4,junk-heavy,72.2
1,77.4,73.7,medium,low,public,9,low,high,11,high,2,junk-heavy,50.2
3,53.2,92.2,medium,high,public,10,high,medium,8,low,4,mixed,73.8
3,82.1,44.7,medium,medium,public,8,low,medium,6,moderate,5,balanced,63.1
4,79.4,98.7,medium,medium,public,9,low,low,7,moderate,3,junk-heavy,72.5
6,94.8,79.1,medium,medium,public,9,low,medium,6,low,4,mixed,78.5
7,82.7,64.7,low,medium,public,0,low,medium,6,low,6,mixed,52.2
4,67.5,60.2,high,medium,private,2,low,medium,6,moderate,5,balanced,67.6
6,98.3,96.8,low,low,international,6,high,medium,5,moderate,5,balanced,84.7
1,90.1,44.4,medium,high,public,0,mid,medium,10,low,2,balanced,56.5
8,81.5,51.8,medium,medium,public,4,high,medium,5,moderate,3,mixed,80.9
7,64.6,51.5,medium,medium,international,5,low,medium,10,high,2,mixed,84.6
9,68.7,50.2,high,medium,public,2,mid,low,6,none,1,junk-heavy,76.6
3,83.5,62.8,medium,low,private,5,mid,medium,9,none,6,balanced,64.6
2,53.6,99.2,medium,medium,public,3,mid,high,7,high,3,balanced,58.6
1,62.8,92.2,low,low,public,5,low,medium,11,none,1,junk-heavy,43.7
3,85.7,53.0,high,high,private,5,mid,high,8,moderate,7,mixed,61.9
5,74.0,59.6,medium,medium,private,3,mid,medium,8,moderate,3,mixed,66.2
2,70.1,76.9,high,medium,public,0,low,low,11,none,5,mixed,64.0
3,57.6,31.2,medium,medium,public,2,low,high,8,none,7,junk-heavy,28.2
4,72.1,87.4,high,medium,private,10,low,medium,11,moderate,1,mixed,96.9
7,88.5,91.6,high,low,public,9,low,medium,4,none,3,mixed,86.6
3,63.2,90.0,medium,high,private,6,low,low,7,high,3,balanced,83.8
9,50.3,56.3,medium,medium,public,1,low,medium,5,low,1,mixed,78.0
8,83.4,62.3,medium,low,public,3,low,high,8,low,7,junk-heavy,53.4
4,98.6,30.9,medium,medium,public,5,mid,low,5,none,7,junk-heavy,43.8
1,80.3,58.0,medium,medium,private,4,high,medium,5,high,3,mixed,52.0
1,56.0,62.2,low,high,public,5,low,medium,5,moderate,2,balanced,47.2
1,66.0,93.5,medium,medium,public,4,low,low,9,moderate,7,mixed,53.7
1,93.4,92.6,low,medium,public,8,mid,high,5,none,2,junk-heavy,44.4
