study_hours_per_day,attendance_rate,homework_completion_rate,classroom_engagement_level,parents_academic_involvement,type_of_school,tuition_hours_per_week,household_income_bracket,stress_levels_during_exams,sleep_hours_per_day,extracurricular_involvement,screen_time_non_academic,nutrition_level,overall_academic_performance
9,91.1,94.8,high,medium,public,10,low,high,9,low,7,balanced,98.0
2,90.6,95.9,medium,medium,private,10,mid,high,8,low,7,balanced,64.2
1,90.3,53.6,medium,medium,public,6,mid,low,10,none,6,junk-heavy,53.0
6,92.4,34.3,low,medium,international,0,low,high,8,moderate,3,junk-heavy,50.8
3,83.6,81.0,medium,medium,international,8,mid,high,5,moderate,6,balanced,66.4
1,70.1,39.8,low,low,international,4,mid,medium,10,high,5,mixed,47.6
1,74.2,82.2,low,medium,public,8,mid,medium,10,none,2,mixed,51.4
9,89.7,55.1,medium,medium,public,9,mid,medium,11,high,1,balanced,98.0
5,65.3,41.2,high,low,international,6,mid,low,6,low,6,mixed,57.1
7,86.4,63.0,medium,low,public,10,low,medium,9,none,3,balanced,94.4
4,55.3,30.8,medium,low,private,3,mid,high,11,moderate,5,mixed,41.0
4,96.8,97.1,medium,medium,private,6,mid,high,8,moderate,2,junk-heavy,73.2
7,50.9,36.1,high,medium,international,8,high,low,7,moderate,5,mixed,91.0
1,56.9,30.7,medium,low,public,0,mid,medium,5,low,2,mixed,25.0
1,83.2,37.0,medium,low,public,10,mid,high,10,high,7,mixed,47.1
6,93.5,79.2,medium,low,private,6,low,low,8,none,1,mixed,83.7
4,95.0,82.0,medium,medium,public,2,low,high,9,moderate,5,junk-heavy,51.6
4,82.5,73.8,high,high,private,0,low,high,4,none,6,mixed,46.8
4,88.1,44.4,medium,low,private,4,low,high,11,low,3,mixed,58.8
3,56.8,53.7,medium,low,public,1,low,low,7,low,5,balanced,45.6
1,84.0,55.8,medium,medium,private,10,high,medium,10,low,6,balanced,65.6
9,60.9,67.2,high,medium,public,5,low,low,8,moderate,4,balanced,96.0
4,89.3,43.5,high,low,public,5,high,medium,11,moderate,7,balanced,76.0
8,65.2,75.5,high,low,public,10,low,medium,9,low,5,mixed,89.2
6,71.6,87.1,low,low,private,9,mid,medium,5,moderate,6,mixed,70.0
3,81.3,40.4,medium,low,public,3,low,high,6,low,2,balanced,41.7
9,58.7,51.9,low,low,private,3,low,high,8,none,5,balanced,71.6
9,89.6,75.5,medium,medium,public,6,low,medium,9,low,2,junk-heavy,80.2
7,88.6,37.8,medium,low,public,6,mid,medium,6,none,6,junk-heavy,54.6
8,97.7,49.0,high,medium,public,9,mid,low,8,high,4,balanced,98.0
1,77.3,94.8,medium,medium,public,10,high,high,7,low,7,mixed,52.2
1,65.5,52.4,high,low,public,8,low,high,5,low,7,junk-heavy,25.0
7,52.3,55.3,medium,medium,private,4,mid,medium,6,moderate,2,balanced,70.5
4,73.6,97.5,low,medium,public,4,mid,high,5,low,3,junk-heavy,46.7
1,79.2,30.5,medium,medium,public,10,high,high,4,low,6,junk-heavy,29.0
7,60.4,88.7,high,medium,public,4,mid,medium,5,low,1,balanced,84.9
6,75.2,73.9,medium,medium,public,4,high,medium,11,low,1,balanced,92.5
8,69.9,33.9,medium,low,public,4,high,medium,5,none,5,mixed,71.5
6,98.6,70.1,medium,low,public,10,mid,medium,4,moderate,3,mixed,87.0
5,84.0,83.5,low,high,private,6,mid,medium,8,low,3,mixed,82.3
2,68.0,33.1,medium,medium,public,4,low,medium,9,none,6,junk-heavy,27.1
2,64.9,41.6,high,low,private,2,mid,medium,7,low,5,balanced,52.5
9,94.1,69.2,high,low,public,4,mid,medium,4,none,2,balanced,89.0
3,67.9,38.2,low,medium,private,7,low,medium,9,none,2,balanced,53.3
3,78.8,50.1,low,low,public,1,low,high,6,moderate,4,balanced,32.0
8,99.2,67.2,medium,medium,public,7,mid,high,7,high,7,mixed,80.0
2,60.0,79.0,medium,low,private,10,low,medium,9,none,1,balanced,68.6
1,87.8,84.1,medium,low,public,9,mid,medium,5,moderate,1,junk-heavy,50.7
7,83.0,89.3,high,high,public,6,low,high,6,moderate,2,balanced,94.2
1,69.0,78.8,medium,low,private,3,high,low,5,moderate,4,balanced,51.5
4,80.9,55.5,high,high,public,1,mid,medium,6,moderate,7,balanced,60.4
8,77.5,69.3,high,low,private,2,low,low,8,low,2,junk-heavy,83.2
4,94.5,87.8,medium,high,public,2,low,medium,8,low,3,junk-heavy,68.5
5,86.3,96.6,medium,low,public,6,mid,low,6,none,6,balanced,71.9
4,53.0,72.7,low,low,private,9,high,high,7,low,7,balanced,59.6
9,51.2,64.2,medium,high,private,7,mid,high,7,low,7,mixed,76.4
2,93.6,64.8,medium,medium,private,4,high,medium,4,low,6,junk-heavy,43.8
7,59.8,77.3,high,medium,public,3,high,medium,11,high,4,balanced,96.2
3,98.1,59.7,high,medium,public,8,low,high,11,low,5,junk-heavy,67.2
3,51.0,80.4,medium,medium,private,5,low,high,6,moderate,3,junk-heavy,52.0
8,82.7,99.8,medium,high,private,9,low,medium,11,low,1,balanced,98.0
8,94.4,80.8,low,medium,public,3,low,low,10,high,4,balanced,94.9
5,70.4,55.7,medium,low,public,0,mid,medium,4,high,6,balanced,51.4
5,83.6,41.3,low,medium,public,4,low,high,7,low,4,junk-heavy,41.1
1,65.5,93.0,medium,medium,public,10,mid,medium,7,high,7,mixed,67.6
5,59.2,38.4,low,low,public,7,mid,low,4,none,1,balanced,67.1
4,74.3,89.7,medium,low,public,2,mid,low,8,low,2,mixed,64.6
4,71.5,81.1,medium,medium,private,3,low,medium,6,none,4,mixed,60.1
8,95.1,31.1,low,high,public,3,low,high,9,low,2,junk-heavy,76.1
5,76.2,96.6,high,medium,public,3,mid,high,7,moderate,5,mixed,68.4
5,85.3,57.5,high,low,private,7,mid,low,10,moderate,2,mixed,98.0
1,79.3,61.6,high,medium,private,6,low,medium,11,moderate,3,junk-heavy,59.4
9,67.6,80.9,high,low,public,5,mid,medium,9,high,1,mixed,98.0
9,68.3,64.0,low,low,private,3,mid,high,11,none,6,balanced,65.2
9,76.2,62.1,medium,medium,private,10,mid,medium,10,low,3,mixed,97.3
3,83.5,62.8,medium,low,private,5,mid,medium,9,none,6,balanced,64.6
4,77.9,48.7,high,medium,private,7,low,medium,11,moderate,4,mixed,88.1
7,79.3,98.4,medium,medium,private,5,mid,high,9,low,2,mixed,96.7
5,90.8,99.0,high,medium,public,0,low,low,8,moderate,2,junk-heavy,74.5
8,98.2,35.0,medium,low,private,2,high,low,11,moderate,3,balanced,98.0
1,89.3,49.5,medium,medium,private,4,mid,medium,7,none,3,junk-heavy,36.9
9,63.3,38.9,low,medium,public,10,low,medium,7,moderate,3,balanced,91.8
5,60.7,80.5,high,low,public,8,high,low,7,high,4,balanced,89.4
7,99.3,68.6,high,medium,private,0,high,high,8,moderate,1,balanced,86.5
6,53.1,78.9,medium,medium,private,7,low,high,9,moderate,1,mixed,74.3
6,97.3,89.4,high,medium,public,4,low,medium,4,low,2,junk-heavy,71.0
1,91.1,39.2,medium,medium,public,9,low,high,6,low,7,balanced,43.8
7,64.8,98.5,medium,medium,private,0,mid,high,5,low,2,mixed,72.2
2,51.3,86.7,medium,medium,public,8,low,medium,8,high,4,junk-heavy,53.3
9,56.5,42.0,medium,medium,public,9,mid,high,9,none,2,mixed,83.6
2,75.4,33.0,low,medium,international,5,high,low,9,moderate,2,junk-heavy,54.0
5,56.2,90.7,high,medium,public,10,low,medium,10,moderate,5,balanced,78.9
2,80.6,37.5,high,low,public,4,low,medium,11,none,1,balanced,65.5
3,53.5,88.5,medium,high,public,8,low,medium,6,low,4,balanced,61.7
2,79.7,76.3,high,medium,public,5,high,high,7,low,4,mixed,61.8
2,84.5,35.9,low,high,public,2,high,high,5,high,1,balanced,44.3
8,50.6,33.6,high,medium,public,8,mid,high,5,none,4,junk-heavy,59.2
9,91.1,36.4,low,low,public,9,low,medium,7,none,3,junk-heavy,73.6
1,66.0,91.0,medium,low,public,4,low,medium,5,high,5,mixed,27.7
8,57.0,47.1,high,high,private,5,high,medium,5,moderate,1,junk-heavy,98.0
7,89.2,88.3,high,medium,public,9,mid,high,5,moderate,6,mixed,89.6
6,64.9,38.3,medium,medium,private,1,mid,high,6,low,2,junk-heavy,53.7
7,50.8,95.2,high,medium,private,6,low,medium,8,none,4,balanced,83.0
2,98.9,48.3,medium,medium,public,1,mid,high,6,none,4,mixed,27.0
1,76.0,47.0,medium,medium,public,7,low,high,10,moderate,2,mixed,47.8
7,85.1,77.8,medium,low,public,3,low,medium,5,low,2,mixed,68.0
6,61.4,47.9,medium,medium,public,10,mid,medium,11,none,3,balanced,91.5
5,84.8,73.3,low,low,private,9,high,high,6,high,7,mixed,63.6
6,73.6,40.5,high,high,public,5,low,low,10,high,7,junk-heavy,83.8
3,66.7,76.6,medium,medium,public,8,high,low,4,low,5,balanced,64.3
1,95.0,92.9,medium,medium,international,9,low,medium,10,low,1,junk-heavy,72.8
9,57.5,74.6,medium,high,private,7,mid,medium,5,moderate,1,balanced,98.0
7,83.2,72.3,medium,high,public,5,high,high,11,moderate,7,mixed,78.1
9,86.8,90.2,medium,medium,international,5,mid,low,9,low,6,junk-heavy,98.0
2,58.2,95.3,medium,high,public,9,mid,medium,5,high,1,mixed,65.9
5,89.9,50.4,medium,medium,public,9,high,medium,11,low,7,mixed,69.9
9,65.5,95.1,medium,low,private,9,low,medium,11,low,6,mixed,83.6
3,52.1,51.4,medium,low,public,7,low,medium,5,high,2,mixed,36.5
5,83.0,72.0,medium,medium,public,5,mid,high,5,high,3,mixed,67.5
5,50.2,98.9,medium,low,public,9,low,medium,10,moderate,2,mixed,72.9
1,79.1,89.7,low,medium,private,9,low,medium,6,low,6,balanced,50.9
7,53.1,54.5,high,medium,public,4,mid,high,9,none,7,junk-heavy,57.6
8,56.2,80.3,medium,medium,public,7,high,medium,4,none,4,junk-heavy,67.4
3,62.4,38.2,low,medium,public,0,low,high,7,low,6,balanced,25.0
5,84.0,89.0,high,medium,public,7,low,high,8,moderate,3,junk-heavy,74.7
8,96.3,58.3,low,medium,public,4,high,high,8,moderate,4,balanced,82.6
6,62.4,56.3,medium,medium,public,10,low,high,11,none,1,balanced,81.1
1,57.9,78.0,high,high,private,1,low,medium,9,low,1,balanced,71.1
9,83.3,71.4,high,medium,public,9,low,medium,8,moderate,7,junk-heavy,90.1
3,55.1,44.5,high,low,public,6,mid,medium,6,low,4,balanced,58.8
9,52.8,54.5,low,high,private,4,high,medium,6,high,3,balanced,93.1
4,88.8,61.2,medium,medium,private,10,mid,high,5,low,2,mixed,74.4
2,56.6,48.3,low,high,public,0,mid,medium,11,high,6,balanced,52.6
8,95.2,71.6,medium,medium,public,5,low,medium,9,none,1,balanced,91.8
8,85.9,82.5,high,medium,public,10,high,medium,10,low,7,balanced,98.0
2,72.2,36.9,high,low,public,0,mid,medium,11,low,5,junk-heavy,34.5
4,97.6,57.7,medium,medium,public,4,mid,high,8,low,1,balanced,68.0
8,94.4,81.6,high,medium,public,10,mid,low,5,moderate,3,balanced,98.0
6,50.2,91.7,medium,medium,public,10,low,medium,8,moderate,2,mixed,83.9
7,83.3,92.1,high,medium,private,1,low,low,8,high,5,mixed,92.9
7,85.9,45.0,low,medium,public,4,low,high,7,none,5,mixed,50.9
5,81.3,32.3,medium,high,public,0,low,medium,8,none,1,mixed,60.0
8,72.8,86.3,medium,low,public,3,high,low,8,moderate,3,balanced,98.0
5,64.3,31.3,medium,medium,public,4,mid,medium,5,none,4,junk-heavy,36.8
6,85.1,93.4,medium,medium,international,2,high,high,4,low,4,mixed,76.7
9,93.9,43.7,high,medium,public,2,low,medium,4,none,2,junk-heavy,68.2
5,85.4,52.8,low,high,public,1,mid,high,10,low,6,balanced,60.3
6,59.4,54.1,medium,medium,public,4,low,high,7,moderate,5,balanced,72.6
5,58.9,35.0,medium,medium,public,2,low,high,6,high,2,balanced,46.7
1,79.4,85.1,high,medium,public,3,mid,medium,11,low,3,balanced,66.4
6,90.9,66.9,high,high,international,5,low,high,7,high,4,balanced,89.6
1,85.0,75.2,low,high,public,9,mid,high,9,low,7,balanced,44.2
8,70.8,50.7,high,medium,public,1,mid,medium,6,moderate,5,junk-heavy,77.4
5,72.0,75.5,medium,medium,private,10,mid,medium,8,moderate,2,junk-heavy,73.7
2,68.4,62.4,medium,medium,public,9,high,high,5,high,4,mixed,44.3
3,83.5,92.4,medium,medium,private,2,low,medium,5,high,3,mixed,63.6
8,80.2,31.4,medium,medium,public,10,mid,low,5,moderate,7,balanced,82.9
2,64.8,42.2,medium,medium,private,9,high,medium,5,none,7,junk-heavy,38.3
1,50.1,56.3,high,medium,international,5,high,medium,11,high,6,mixed,61.1
7,72.5,70.6,medium,low,public,5,mid,low,10,high,3,mixed,88.3
2,55.5,94.7,low,low,public,2,mid,medium,6,moderate,4,junk-heavy,34.5
3,69.3,40.0,medium,medium,public,7,low,high,10,moderate,2,junk-heavy,55.4
7,90.5,78.5,medium,high,public,7,high,medium,8,none,6,balanced,95.2
3,98.5,75.5,medium,low,public,7,low,medium,11,none,5,mixed,61.3
8,88.0,99.3,low,low,private,8,mid,low,4,high,1,junk-heavy,86.8
1,90.1,44.4,medium,high,public,0,mid,medium,10,low,2,balanced,56.5
6,84.0,97.8,low,high,public,7,low,medium,10,none,5,balanced,84.5
6,90.6,94.4,high,medium,public,8,mid,low,9,moderate,6,mixed,92.8
3,89.5,48.4,medium,high,private,3,high,low,9,high,1,balanced,84.7
4,69.6,71.6,low,low,public,10,low,medium,8,none,6,junk-heavy,52.2
9,66.8,82.3,medium,medium,private,7,low,high,4,none,7,junk-heavy,59.7
2,71.0,49.8,high,low,public,1,low,medium,7,moderate,6,balanced,47.4
9,65.0,69.7,high,medium,public,5,low,medium,10,high,1,junk-heavy,90.9
4,85.9,53.1,medium,high,private,9,low,high,9,high,4,mixed,77.9
9,96.2,77.6,medium,medium,public,0,mid,low,9,moderate,4,balanced,98.0
1,52.5,40.8,medium,medium,public,1,low,low,7,low,1,balanced,40.1
8,84.9,40.0,medium,low,public,10,low,low,9,moderate,1,balanced,98.0
5,82.8,88.8,low,low,public,9,high,medium,7,low,7,junk-heavy,69.7
8,98.4,39.6,medium,high,private,7,mid,low,10,none,5,balanced,98.0
4,59.8,62.3,low,medium,international,3,mid,medium,7,high,6,mixed,61.9
2,95.6,31.6,low,high,private,9,mid,medium,8,low,5,mixed,62.1
8,88.9,36.4,low,low,international,1,high,low,6,high,4,junk-heavy,65.8
1,93.8,40.3,high,high,public,6,low,medium,7,high,6,balanced,62.0
9,63.6,34.0,medium,high,public,5,low,medium,11,moderate,6,mixed,90.3
5,69.3,83.6,medium,medium,public,0,mid,low,8,moderate,6,mixed,63.6
2,52.6,37.3,low,low,public,2,low,high,7,moderate,3,balanced,29.4
3,96.7,71.2,medium,medium,public,8,mid,medium,4,moderate,2,balanced,70.7
3,92.7,38.3,high,medium,private,10,mid,low,9,high,6,balanced,72.4
1,77.5,58.0,high,high,public,7,mid,medium,5,none,2,mixed,60.6
6,73.8,43.6,medium,low,public,9,high,high,5,none,1,junk-heavy,60.5
7,62.1,32.7,high,medium,public,1,high,high,6,low,2,junk-heavy,59.3
1,91.9,31.5,high,medium,private,5,low,medium,10,low,4,mixed,47.9
4,94.2,89.8,medium,high,public,0,low,high,4,moderate,2,balanced,62.6
4,51.8,94.1,low,high,private,2,mid,medium,10,low,5,mixed,68.7
6,60.5,39.2,high,medium,public,6,low,medium,10,low,3,balanced,78.5
5,92.8,49.3,medium,medium,private,5,mid,high,4,low,7,mixed,50.8
1,78.2,79.2,medium,high,private,7,high,medium,4,none,3,balanced,51.3
2,60.9,69.3,medium,low,private,3,mid,high,5,low,1,mixed,47.7
6,91.1,87.4,medium,medium,public,9,low,high,4,low,3,junk-heavy,69.9
7,54.4,84.3,medium,high,public,10,low,low,8,none,7,mixed,87.1
6,79.5,57.7,high,medium,public,5,high,medium,11,low,4,junk-heavy,81.6
6,88.0,92.6,high,high,public,10,low,high,7,low,4,balanced,98.0
8,96.9,81.8,medium,high,private,8,low,medium,11,none,6,junk-heavy,98.0
6,88.1,58.1,high,medium,public,0,high,medium,11,low,5,balanced,86.9
6,62.0,42.8,medium,low,private,2,mid,high,9,low,1,junk-heavy,54.3
3,94.9,74.2,high,medium,private,3,high,medium,8,moderate,7,balanced,58.9
3,97.3,45.4,medium,medium,public,3,low,high,9,low,4,balanced,49.3
6,74.1,33.1,low,low,private,10,low,medium,6,moderate,1,junk-heavy,57.2
8,51.0,69.9,medium,medium,private,7,high,medium,7,none,2,balanced,95.3
1,82.3,86.2,medium,low,private,2,low,medium,6,low,2,balanced,52.7
2,75.7,53.0,high,high,private,9,low,medium,7,none,3,mixed,66.8
9,71.5,87.7,medium,medium,public,7,high,low,11,high,7,junk-heavy,94.3
1,81.4,99.6,medium,low,international,3,low,high,11,low,5,junk-heavy,52.6
4,55.8,78.3,medium,low,public,2,high,medium,6,none,3,mixed,50.1
8,51.7,82.4,medium,medium,private,6,mid,high,7,moderate,7,mixed,80.6
9,86.1,52.0,medium,low,public,9,high,high,7,low,3,mixed,80.0
3,56.0,40.8,high,medium,international,3,mid,medium,5,none,5,junk-heavy,41.6
8,81.2,53.7,medium,medium,private,9,mid,medium,11,none,2,mixed,98.0
6,95.3,31.6,medium,medium,private,2,high,medium,11,high,5,mixed,77.8
3,83.5,89.1,medium,medium,international,5,mid,medium,8,none,7,balanced,66.4
1,76.6,49.5,medium,low,public,5,mid,medium,10,high,3,junk-heavy,50.0
8,79.7,42.3,medium,low,private,5,low,medium,9,low,2,mixed,81.3
2,93.9,33.4,low,medium,public,8,mid,medium,4,low,6,mixed,29.1
6,83.5,91.1,medium,high,private,6,high,medium,11,moderate,3,junk-heavy,95.5
4,87.9,40.3,high,low,private,2,low,high,7,moderate,7,mixed,45.2
6,86.1,99.5,medium,low,public,7,mid,high,6,low,2,mixed,69.9
7,74.1,63.5,high,medium,private,10,mid,medium,4,high,6,balanced,88.4
6,55.6,47.2,high,low,public,1,low,medium,10,moderate,6,balanced,64.0
1,63.0,76.1,low,low,public,6,high,low,4,moderate,2,balanced,48.4
3,85.8,31.2,high,high,public,3,low,medium,5,moderate,5,mixed,51.7
6,75.8,60.4,high,high,private,7,high,medium,10,moderate,2,balanced,98.0
4,65.3,80.9,low,medium,private,9,high,high,7,moderate,6,balanced,64.2
4,85.3,63.4,high,medium,public,10,low,medium,7,low,4,balanced,69.5
1,90.6,58.8,low,medium,public,1,low,low,5,none,4,balanced,31.8
5,72.4,61.1,low,medium,international,0,mid,medium,8,high,7,mixed,53.6
2,86.6,35.5,medium,low,international,8,high,medium,11,none,7,balanced,53.7
7,83.9,75.0,high,medium,public,5,high,medium,11,moderate,2,junk-heavy,98.0
9,91.8,91.4,medium,medium,public,9,mid,high,8,moderate,7,balanced,96.1
8,86.9,58.2,low,low,private,1,high,low,7,none,6,balanced,75.6
4,76.6,61.6,low,medium,private,8,low,medium,11,high,5,balanced,72.5
5,79.8,77.9,medium,low,private,9,low,high,10,high,6,balanced,73.4
3,54.8,40.3,high,medium,public,0,low,medium,9,none,3,balanced,47.5
5,66.0,47.9,medium,medium,international,5,mid,high,9,moderate,7,balanced,76.4
6,80.4,45.6,medium,high,private,9,high,high,5,high,5,balanced,90.2
3,91.7,48.5,high,low,private,0,mid,medium,6,moderate,5,balanced,56.0
5,85.7,38.2,low,low,private,9,mid,medium,6,moderate,6,mixed,56.0
8,72.6,88.9,medium,high,international,2,low,medium,10,moderate,6,junk-heavy,86.2
5,60.7,65.4,high,low,public,7,high,medium,10,moderate,5,mixed,79.2
4,63.1,75.2,medium,low,public,2,mid,medium,11,moderate,7,balanced,55.0
5,74.4,73.6,low,medium,private,3,low,medium,10,none,7,junk-heavy,52.6
4,64.7,57.3,high,medium,public,9,low,low,6,low,2,balanced,83.2
2,81.5,49.1,medium,low,public,8,mid,medium,8,moderate,4,junk-heavy,53.0
8,71.9,65.7,low,medium,public,1,low,low,10,moderate,1,balanced,90.3
8,54.1,31.8,medium,low,private,5,low,medium,4,low,4,junk-heavy,53.7
5,85.8,72.1,medium,medium,private,9,low,medium,10,low,3,mixed,88.9
2,55.0,42.8,medium,medium,private,10,mid,medium,8,low,7,junk-heavy,49.8
5,59.7,87.6,medium,low,public,3,low,high,10,moderate,7,junk-heavy,48.2
5,57.7,82.7,high,high,public,8,low,medium,9,high,3,mixed,91.3
3,77.7,47.7,high,low,public,7,mid,high,5,none,2,balanced,62.7
1,81.5,81.1,medium,low,public,6,high,medium,4,high,4,mixed,50.5
8,79.9,96.7,medium,low,public,9,low,medium,7,moderate,5,balanced,84.7
4,89.5,71.9,high,medium,public,5,mid,medium,6,low,7,junk-heavy,60.0
2,81.0,89.5,high,medium,international,10,low,low,11,high,7,mixed,74.9
6,58.8,95.7,low,medium,private,5,high,high,8,low,2,junk-heavy,68.7
4,67.4,54.4,medium,medium,private,9,mid,medium,5,low,5,mixed,71.3
2,77.5,81.6,medium,medium,public,0,mid,high,9,high,5,mixed,45.2
3,63.8,96.1,medium,low,international,0,low,medium,9,low,3,balanced,55.9
1,72.0,76.3,low,low,public,8,low,medium,11,moderate,4,balanced,57.2
4,91.9,98.9,medium,medium,public,6,low,low,7,high,6,mixed,73.9
5,64.0,44.7,medium,low,international,6,low,low,6,low,5,balanced,72.2
1,87.5,69.0,medium,medium,public,0,mid,low,7,low,1,mixed,58.2
6,73.0,70.2,low,high,public,0,high,high,5,moderate,3,junk-heavy,54.5
2,90.2,55.1,medium,low,public,10,high,high,6,moderate,1,mixed,62.8
6,76.4,99.0,medium,high,private,7,low,medium,11,low,3,mixed,93.6
4,74.7,35.0,medium,medium,private,8,low,high,7,moderate,5,balanced,62.3
1,66.0,93.5,medium,medium,public,4,low,low,9,moderate,7,mixed,53.7
4,61.1,63.4,high,medium,public,0,mid,medium,4,moderate,5,mixed,47.7
7,75.4,58.5,high,medium,private,7,high,medium,9,none,5,balanced,97.1
9,69.5,83.1,medium,medium,public,0,mid,medium,10,moderate,5,balanced,87.9
1,56.3,38.3,medium,medium,public,1,low,medium,11,none,7,balanced,31.0
5,64.4,48.3,medium,high,international,6,high,high,6,high,3,balanced,76.5
5,99.3,90.4,high,low,public,1,mid,medium,4,low,7,balanced,70.0
4,88.3,55.6,high,high,international,3,low,high,9,high,7,balanced,77.8
9,75.5,72.8,low,medium,private,8,mid,medium,10,moderate,6,mixed,98.0
9,85.8,99.4,high,low,public,9,high,high,6,none,6,junk-heavy,90.7
3,70.3,78.7,medium,high,public,2,mid,medium,5,none,6,junk-heavy,37.2
1,75.1,73.8,medium,medium,public,9,mid,medium,8,none,5,junk-heavy,50.2
5,66.8,35.1,medium,high,public,9,low,high,9,moderate,6,mixed,67.4
3,91.3,64.5,high,high,public,10,high,medium,9,none,3,balanced,91.8
6,52.3,56.8,medium,low,international,10,low,high,11,high,7,junk-heavy,63.5
2,79.1,64.3,medium,high,private,0,mid,high,6,moderate,4,junk-heavy,43.8
4,60.7,66.8,high,low,private,6,low,medium,5,low,7,balanced,51.6
6,53.0,61.9,medium,medium,public,6,mid,low,6,low,1,balanced,82.8
9,71.1,57.9,medium,high,public,5,mid,medium,11,moderate,5,balanced,98.0
2,69.3,67.2,medium,low,private,9,high,medium,11,low,2,balanced,73.3
4,91.1,75.2,high,medium,private,4,mid,high,11,high,3,junk-heavy,80.7
5,50.9,87.5,medium,medium,public,4,mid,high,4,none,6,junk-heavy,48.6
8,60.8,31.6,low,medium,public,4,low,low,9,low,3,balanced,72.7
4,91.6,50.0,low,medium,private,3,low,medium,5,low,1,balanced,60.3
5,66.9,74.8,low,low,public,9,low,medium,7,low,5,balanced,69.2
3,98.1,61.3,medium,medium,private,1,mid,high,7,high,3,junk-heavy,37.4
2,70.3,89.3,medium,high,public,8,low,medium,9,none,7,junk-heavy,53.3
5,73.8,52.6,medium,medium,public,2,high,high,7,low,3,junk-heavy,51.9
4,92.7,58.1,medium,medium,international,5,low,low,9,high,6,mixed,73.7
5,60.2,45.8,medium,medium,international,9,mid,low,6,none,3,balanced,82.7
9,56.6,98.0,high,low,public,7,mid,low,9,high,1,balanced,98.0
4,87.2,79.7,medium,medium,public,7,low,medium,4,high,5,junk-heavy,60.0
1,62.0,70.6,medium,low,private,0,mid,medium,10,none,2,balanced,55.3
6,90.9,86.6,high,low,public,0,high,medium,6,moderate,3,balanced,81.8
6,64.3,57.3,high,medium,public,5,low,medium,7,high,3,balanced,86.6
7,84.7,72.0,medium,medium,public,8,low,high,10,low,7,junk-heavy,71.4
9,61.8,68.7,medium,medium,private,7,low,medium,7,moderate,3,mixed,86.4
3,92.6,85.1,medium,high,public,10,mid,medium,7,moderate,7,balanced,74.2
9,70.6,41.9,medium,high,public,1,high,medium,11,moderate,5,junk-heavy,83.3
3,92.5,50.8,medium,high,private,1,high,low,7,moderate,4,balanced,75.1
6,51.0,34.9,medium,high,public,6,high,high,4,high,7,mixed,44.2
1,90.7,40.1,high,medium,private,7,low,low,11,high,6,balanced,65.3
8,100.0,46.1,medium,medium,public,3,high,low,8,high,4,balanced,88.5
8,74.4,79.1,high,medium,international,4,mid,medium,8,none,5,mixed,87.6
